bot_a,bot_b,game_index,swapped,winner,winner_raw,num_moves,time
Random,AlphaBeta-new-d3,4,False,AlphaBeta-new-d3,-1,18,35.71470236778259
Random,AlphaBeta-new-d3,5,True,AlphaBeta-new-d3,1,5,6.118113040924072
Random,AlphaBeta-new-d3,6,False,AlphaBeta-new-d3,-1,40,87.4928195476532
Random,AlphaBeta-new-d3,7,True,AlphaBeta-new-d3,1,5,6.408160924911499
Random,AlphaBeta-new-d3,8,False,AlphaBeta-new-d3,-1,38,75.60992383956909
Random,AlphaBeta-new-d3,9,True,AlphaBeta-new-d3,1,9,12.455809116363525
Random,AlphaBeta-new-d3,10,False,AlphaBeta-new-d3,-1,14,26.065206289291382
Random,AlphaBeta-new-d3,11,True,AlphaBeta-new-d3,1,7,11.270724058151245
Random,AlphaBeta-new-d3,12,False,AlphaBeta-new-d3,-1,8,10.435434579849243
Random,AlphaBeta-new-d3,13,True,AlphaBeta-new-d3,1,7,10.249982833862305
Random,AlphaBeta-new-d3,14,False,Random,1,6,10.295429229736328
Random,AlphaBeta-new-d3,15,True,AlphaBeta-new-d3,1,27,55.98367261886597
Random,AlphaBeta-new-d3,16,False,AlphaBeta-new-d3,-1,10,18.43739938735962
Random,AlphaBeta-new-d3,17,True,AlphaBeta-new-d3,1,7,9.883731365203857
Random,AlphaBeta-new-d3,18,False,AlphaBeta-new-d3,-1,24,50.51946258544922
Random,AlphaBeta-new-d3,19,True,AlphaBeta-new-d3,1,11,19.920174837112427
Random,AlphaBeta-new-d3,20,False,Random,1,10,18.59102702140808
Random,AlphaBeta-new-d3,21,True,AlphaBeta-new-d3,1,9,16.1732177734375
Random,AlphaBeta-new-d3,22,False,AlphaBeta-new-d3,-1,8,13.722424507141113
Random,AlphaBeta-new-d3,23,True,AlphaBeta-new-d3,1,19,41.2980010509491
Random,AlphaBeta-new-d3,24,False,Random,1,8,17.132880687713623
Random,AlphaBeta-new-d3,25,True,AlphaBeta-new-d3,1,7,15.746813774108887
Random,AlphaBeta-new-d3,26,False,AlphaBeta-new-d3,-1,14,22.78591752052307
Random,AlphaBeta-new-d3,27,True,AlphaBeta-new-d3,1,11,16.341535568237305
Random,AlphaBeta-new-d3,28,False,AlphaBeta-new-d3,-1,16,26.099237203598022
Random,AlphaBeta-new-d3,29,True,AlphaBeta-new-d3,1,19,39.96381187438965
Random,AlphaBeta-new-d3,30,False,AlphaBeta-new-d3,-1,6,7.2509801387786865
Random,AlphaBeta-new-d3,31,True,Random,-1,5,8.247317790985107
Random,AlphaBeta-new-d3,32,False,AlphaBeta-new-d3,-1,10,12.879430294036865
Random,AlphaBeta-new-d3,33,True,AlphaBeta-new-d3,1,13,20.668029069900513
Random,AlphaBeta-new-d3,34,False,AlphaBeta-new-d3,-1,10,17.69246220588684
Random,AlphaBeta-new-d3,35,True,AlphaBeta-new-d3,1,5,7.236705303192139
Random,AlphaBeta-new-d3,36,False,Random,1,6,9.797297239303589
Random,AlphaBeta-new-d3,37,True,AlphaBeta-new-d3,1,7,11.47753643989563
Random,AlphaBeta-new-d3,38,False,AlphaBeta-new-d3,-1,18,31.896540880203247
Random,AlphaBeta-new-d3,39,True,AlphaBeta-new-d3,1,9,18.539748907089233
Random,AlphaBeta-new-d3,40,False,AlphaBeta-new-d3,-1,4,3.2307181358337402
Random,AlphaBeta-new-d3,41,True,AlphaBeta-new-d3,1,9,13.153513193130493
Random,AlphaBeta-new-d3,42,False,AlphaBeta-new-d3,-1,10,17.215820789337158
Random,AlphaBeta-new-d3,43,True,AlphaBeta-new-d3,1,7,8.502701044082642
Random,AlphaBeta-new-d3,44,False,AlphaBeta-new-d3,-1,8,8.126604318618774
Random,AlphaBeta-new-d3,45,True,AlphaBeta-new-d3,1,4,6.112279415130615
Random,AlphaBeta-new-d3,46,False,AlphaBeta-new-d3,-1,16,26.292214155197144
Random,AlphaBeta-new-d3,47,True,AlphaBeta-new-d3,1,6,8.847925424575806
Random,AlphaBeta-new-d3,48,False,AlphaBeta-new-d3,-1,4,4.8445963859558105
Random,AlphaBeta-new-d3,49,True,AlphaBeta-new-d3,1,9,19.482541799545288
Random,AlphaBeta-new-d3,50,False,AlphaBeta-new-d3,-1,18,35.42881107330322
Random,AlphaBeta-new-d3,51,True,AlphaBeta-new-d3,1,49,126.51822876930237
Random,AlphaBeta-new-d3,52,False,AlphaBeta-new-d3,-1,6,7.676038980484009
Random,AlphaBeta-new-d3,53,True,AlphaBeta-new-d3,1,11,18.952280282974243
Random,AlphaBeta-new-d3,54,False,AlphaBeta-new-d3,-1,12,17.344240188598633
Random,AlphaBeta-new-d3,55,True,AlphaBeta-new-d3,1,11,24.66669464111328
Random,AlphaBeta-new-d3,56,False,AlphaBeta-new-d3,-1,6,9.646438837051392
Random,AlphaBeta-new-d3,57,True,AlphaBeta-new-d3,1,31,66.25073957443237
Random,AlphaBeta-new-d3,58,False,AlphaBeta-new-d3,-1,24,46.51774287223816
Random,AlphaBeta-new-d3,59,True,AlphaBeta-new-d3,1,11,14.646031618118286
Random,AlphaBeta-new-d3,60,False,AlphaBeta-new-d3,-1,18,31.601367235183716
Random,AlphaBeta-new-d3,61,True,AlphaBeta-new-d3,1,7,10.256301403045654
Random,AlphaBeta-new-d3,62,False,AlphaBeta-new-d3,-1,8,13.403623580932617
Random,AlphaBeta-new-d3,63,True,AlphaBeta-new-d3,1,17,36.11094617843628
Random,AlphaBeta-new-d3,64,False,AlphaBeta-new-d3,-1,12,21.27925419807434
Random,AlphaBeta-new-d3,65,True,AlphaBeta-new-d3,1,7,11.339098930358887
Random,AlphaBeta-new-d3,66,False,AlphaBeta-new-d3,-1,10,15.71095871925354
Random,AlphaBeta-new-d3,67,True,AlphaBeta-new-d3,1,5,7.6354079246521
Random,AlphaBeta-new-d3,68,False,AlphaBeta-new-d3,-1,5,6.850343227386475
Random,AlphaBeta-new-d3,69,True,AlphaBeta-new-d3,1,7,10.267527103424072
Random,AlphaBeta-new-d3,70,False,AlphaBeta-new-d3,-1,14,27.77640700340271
Random,AlphaBeta-new-d3,71,True,AlphaBeta-new-d3,1,5,8.278127431869507
Random,AlphaBeta-new-d3,72,False,AlphaBeta-new-d3,-1,10,21.010106086730957
Random,AlphaBeta-new-d3,73,True,AlphaBeta-new-d3,1,9,12.429633617401123
Random,AlphaBeta-new-d3,74,False,AlphaBeta-new-d3,-1,10,12.69629979133606
Random,AlphaBeta-new-d3,75,True,AlphaBeta-new-d3,1,5,5.162268400192261
Random,AlphaBeta-new-d3,76,False,AlphaBeta-new-d3,-1,8,10.594966411590576
Random,AlphaBeta-new-d3,77,True,AlphaBeta-new-d3,1,11,13.772191047668457
Random,AlphaBeta-new-d3,78,False,AlphaBeta-new-d3,-1,10,14.162198543548584
Random,AlphaBeta-new-d3,79,True,AlphaBeta-new-d3,1,7,8.06238865852356
Random,AlphaBeta-new-d3,80,False,AlphaBeta-new-d3,-1,8,11.50595998764038
Random,AlphaBeta-new-d3,81,True,Random,-1,7,17.517884731292725
Random,AlphaBeta-new-d3,82,False,AlphaBeta-new-d3,-1,42,91.46798181533813
Random,AlphaBeta-new-d3,83,True,AlphaBeta-new-d3,1,25,45.420082092285156
Random,AlphaBeta-new-d3,84,False,AlphaBeta-new-d3,-1,6,6.934397459030151
Random,AlphaBeta-new-d3,85,True,AlphaBeta-new-d3,1,5,6.72226095199585
Random,AlphaBeta-new-d3,86,False,AlphaBeta-new-d3,-1,20,43.74437236785889
Random,AlphaBeta-new-d3,87,True,AlphaBeta-new-d3,1,5,6.3312389850616455
Random,AlphaBeta-new-d3,88,False,AlphaBeta-new-d3,-1,22,40.08669877052307
Random,AlphaBeta-new-d3,89,True,Random,-1,18,33.128347873687744
Random,AlphaBeta-new-d3,90,False,AlphaBeta-new-d3,-1,12,16.934348344802856
Random,AlphaBeta-new-d3,91,True,AlphaBeta-new-d3,1,9,18.612792253494263
Random,AlphaBeta-new-d3,92,False,AlphaBeta-new-d3,-1,22,45.65056872367859
Random,AlphaBeta-new-d3,93,True,AlphaBeta-new-d3,1,5,6.301772356033325
Random,AlphaBeta-new-d3,94,False,AlphaBeta-new-d3,-1,8,12.517686128616333
Random,AlphaBeta-new-d3,95,True,AlphaBeta-new-d3,1,23,37.268850564956665
Random,AlphaBeta-new-d3,96,False,Random,1,10,18.42645573616028
Random,AlphaBeta-new-d3,97,True,AlphaBeta-new-d3,1,9,14.080542802810669
Random,AlphaBeta-new-d3,98,False,AlphaBeta-new-d3,-1,24,45.04064750671387
Random,AlphaBeta-new-d3,99,True,AlphaBeta-new-d3,1,7,13.708730459213257
