source_run,game_key,bot_a,bot_b,game_index,swapped,winner,winner_raw,num_moves,time
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__173,AlphaBeta-new-d3,MCTS-old-100,173,True,MCTS-old-100,1,21,29.561927318572998
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__174,AlphaBeta-new-d3,MCTS-old-100,174,False,MCTS-old-100,-1,8,8.457840919494629
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__175,AlphaBeta-new-d3,MCTS-old-100,175,True,draw,0,50,73.25544381141663
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__176,AlphaBeta-new-d3,MCTS-old-100,176,False,MCTS-old-100,-1,8,8.438243389129639
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__177,AlphaBeta-new-d3,MCTS-old-100,177,True,AlphaBeta-new-d3,-1,7,7.820418834686279
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__178,AlphaBeta-new-d3,MCTS-old-100,178,False,AlphaBeta-new-d3,1,7,7.109519004821777
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__179,AlphaBeta-new-d3,MCTS-old-100,179,True,AlphaBeta-new-d3,-1,6,5.519692420959473
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__180,AlphaBeta-new-d3,MCTS-old-100,180,False,MCTS-old-100,-1,12,14.541096687316895
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__181,AlphaBeta-new-d3,MCTS-old-100,181,True,MCTS-old-100,1,9,7.999960660934448
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__182,AlphaBeta-new-d3,MCTS-old-100,182,False,MCTS-old-100,-1,8,7.429236650466919
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__183,AlphaBeta-new-d3,MCTS-old-100,183,True,MCTS-old-100,1,29,45.56633281707764
