bot_a,bot_b,game_index,swapped,winner,winner_raw,num_moves,time
Random,Heuristic,71,True,Heuristic,1,9,1.0975770950317383
Random,Heuristic,72,False,Heuristic,-1,8,1.5939300060272217
Random,Heuristic,73,True,Heuristic,1,11,2.7968199253082275
Random,Heuristic,74,False,Heuristic,-1,8,0.9797720909118652
Random,Heuristic,75,True,Heuristic,1,9,1.9596316814422607
Random,Heuristic,76,False,Heuristic,-1,8,1.533736228942871
Random,Heuristic,77,True,Heuristic,1,5,0.45425963401794434
Random,Heuristic,78,False,Heuristic,-1,10,2.470198154449463
Random,Heuristic,79,True,Heuristic,1,9,1.2668731212615967
Random,Heuristic,80,False,Heuristic,-1,4,0.2792031764984131
Random,Heuristic,81,True,Heuristic,1,11,2.3710174560546875
Random,Heuristic,82,False,Heuristic,-1,10,1.9051539897918701
Random,Heuristic,83,True,Heuristic,1,5,0.5359666347503662
Random,Heuristic,84,False,Heuristic,-1,12,3.2491540908813477
Random,Heuristic,85,True,Heuristic,1,7,1.077385425567627
Random,Heuristic,86,False,Heuristic,-1,6,0.6799576282501221
Random,Heuristic,87,True,Heuristic,1,9,1.6716704368591309
Random,Heuristic,88,False,Heuristic,-1,6,0.662909746170044
Random,Heuristic,89,True,Heuristic,1,5,0.4431636333465576
Random,Heuristic,90,False,Heuristic,-1,10,1.8934326171875
Random,Heuristic,91,True,Heuristic,1,7,0.8455359935760498
Random,Heuristic,92,False,Heuristic,-1,14,5.248671770095825
Random,Heuristic,93,True,Heuristic,1,7,1.1715214252471924
Random,Heuristic,94,False,Heuristic,-1,5,0.6253631114959717
Random,Heuristic,95,True,Heuristic,1,9,2.441005229949951
Random,Heuristic,96,False,Heuristic,-1,12,2.9454848766326904
Random,Heuristic,97,True,Heuristic,1,9,1.7285680770874023
Random,Heuristic,98,False,Heuristic,-1,14,3.750643014907837
Random,Heuristic,99,True,Heuristic,1,9,1.7439005374908447
Random,AlphaBeta-new-d3,0,False,AlphaBeta-new-d3,-1,8,2.666278839111328
Random,AlphaBeta-new-d3,1,True,AlphaBeta-new-d3,1,11,6.314895868301392
Random,AlphaBeta-new-d3,2,False,AlphaBeta-new-d3,-1,16,10.847946882247925
Random,AlphaBeta-new-d3,3,True,AlphaBeta-new-d3,1,5,2.4529051780700684
Random,AlphaBeta-new-d3,4,False,AlphaBeta-new-d3,-1,50,28.843750715255737
Random,AlphaBeta-new-d3,5,True,AlphaBeta-new-d3,1,7,3.7468502521514893
Random,AlphaBeta-new-d3,6,False,AlphaBeta-new-d3,-1,22,17.778099060058594
Random,AlphaBeta-new-d3,7,True,AlphaBeta-new-d3,1,39,23.701218605041504
Random,AlphaBeta-new-d3,8,False,AlphaBeta-new-d3,-1,10,5.0828282833099365
Random,AlphaBeta-new-d3,9,True,Random,-1,7,4.587174415588379
Random,AlphaBeta-new-d3,10,False,AlphaBeta-new-d3,-1,12,8.285799980163574
Random,AlphaBeta-new-d3,11,True,AlphaBeta-new-d3,1,7,4.064318418502808
Random,AlphaBeta-new-d3,12,False,AlphaBeta-new-d3,-1,8,3.8877007961273193
Random,AlphaBeta-new-d3,13,True,AlphaBeta-new-d3,1,9,3.5437800884246826
Random,AlphaBeta-new-d3,14,False,AlphaBeta-new-d3,-1,28,21.21769905090332
Random,AlphaBeta-new-d3,15,True,AlphaBeta-new-d3,1,13,8.975993394851685
Random,AlphaBeta-new-d3,16,False,AlphaBeta-new-d3,-1,10,5.1104817390441895
Random,AlphaBeta-new-d3,17,True,AlphaBeta-new-d3,1,7,4.510220527648926
Random,AlphaBeta-new-d3,18,False,AlphaBeta-new-d3,-1,12,6.484598875045776
Random,AlphaBeta-new-d3,19,True,AlphaBeta-new-d3,1,15,7.499591112136841
Random,AlphaBeta-new-d3,20,False,AlphaBeta-new-d3,-1,6,1.900285243988037
Random,AlphaBeta-new-d3,21,True,AlphaBeta-new-d3,1,7,3.0561916828155518
Random,AlphaBeta-new-d3,22,False,AlphaBeta-new-d3,-1,10,5.013035297393799
Random,AlphaBeta-new-d3,23,True,AlphaBeta-new-d3,1,11,6.601722717285156
Random,AlphaBeta-new-d3,24,False,AlphaBeta-new-d3,-1,12,6.5709922313690186
Random,AlphaBeta-new-d3,25,True,AlphaBeta-new-d3,1,5,2.004612445831299
Random,AlphaBeta-new-d3,26,False,draw,0,100,50.932398080825806
Random,AlphaBeta-new-d3,27,True,AlphaBeta-new-d3,1,41,31.9068386554718
Random,AlphaBeta-new-d3,28,False,AlphaBeta-new-d3,-1,8,3.389084815979004
Random,AlphaBeta-new-d3,29,True,AlphaBeta-new-d3,1,9,5.559017658233643
Random,AlphaBeta-new-d3,30,False,AlphaBeta-new-d3,-1,6,2.433478593826294
Random,AlphaBeta-new-d3,31,True,AlphaBeta-new-d3,1,7,4.595536470413208
Random,AlphaBeta-new-d3,32,False,draw,0,100,73.25366044044495
Random,AlphaBeta-new-d3,33,True,AlphaBeta-new-d3,1,13,6.328443765640259
Random,AlphaBeta-new-d3,34,False,AlphaBeta-new-d3,-1,16,8.083430528640747
Random,AlphaBeta-new-d3,35,True,AlphaBeta-new-d3,1,7,3.482933521270752
Random,AlphaBeta-new-d3,36,False,AlphaBeta-new-d3,-1,18,11.175424337387085
Random,AlphaBeta-new-d3,37,True,AlphaBeta-new-d3,1,11,6.075318813323975
Random,AlphaBeta-new-d3,38,False,AlphaBeta-new-d3,-1,6,3.1883184909820557
Random,AlphaBeta-new-d3,39,True,AlphaBeta-new-d3,1,9,4.7520294189453125
Random,AlphaBeta-new-d3,40,False,AlphaBeta-new-d3,-1,44,34.049330949783325
Random,AlphaBeta-new-d3,41,True,AlphaBeta-new-d3,1,9,5.185275316238403
Random,AlphaBeta-new-d3,42,False,AlphaBeta-new-d3,-1,16,8.785011768341064
Random,AlphaBeta-new-d3,43,True,AlphaBeta-new-d3,1,5,1.8098125457763672
Random,AlphaBeta-new-d3,44,False,AlphaBeta-new-d3,-1,12,5.400437116622925
Random,AlphaBeta-new-d3,45,True,AlphaBeta-new-d3,1,7,3.5607736110687256
Random,AlphaBeta-new-d3,46,False,AlphaBeta-new-d3,-1,22,14.010345220565796
Random,AlphaBeta-new-d3,47,True,Random,-1,11,8.699212789535522
Random,AlphaBeta-new-d3,48,False,Random,1,13,8.608042240142822
Random,AlphaBeta-new-d3,49,True,AlphaBeta-new-d3,1,17,14.375437259674072
Random,AlphaBeta-new-d3,50,False,AlphaBeta-new-d3,-1,14,6.058098554611206
Random,AlphaBeta-new-d3,51,True,AlphaBeta-new-d3,1,11,6.532197952270508
Random,AlphaBeta-new-d3,52,False,AlphaBeta-new-d3,-1,10,4.280718803405762
Random,AlphaBeta-new-d3,53,True,Random,-1,5,2.491488218307495
Random,AlphaBeta-new-d3,54,False,AlphaBeta-new-d3,-1,10,5.373830795288086
Random,AlphaBeta-new-d3,55,True,Random,-1,9,5.998129844665527
Random,AlphaBeta-new-d3,56,False,AlphaBeta-new-d3,-1,6,1.7707252502441406
Random,AlphaBeta-new-d3,57,True,AlphaBeta-new-d3,1,23,16.67263150215149
Random,AlphaBeta-new-d3,58,False,AlphaBeta-new-d3,-1,38,27.25946283340454
Random,AlphaBeta-new-d3,59,True,AlphaBeta-new-d3,1,7,3.94364070892334
Random,AlphaBeta-new-d3,60,False,AlphaBeta-new-d3,-1,6,2.717094898223877
Random,AlphaBeta-new-d3,61,True,AlphaBeta-new-d3,1,7,3.9336020946502686
Random,AlphaBeta-new-d3,62,False,AlphaBeta-new-d3,-1,8,3.8757386207580566
Random,AlphaBeta-new-d3,63,True,AlphaBeta-new-d3,1,31,23.19072437286377
Random,AlphaBeta-new-d3,64,False,Random,1,4,2.443662643432617
Random,AlphaBeta-new-d3,65,True,AlphaBeta-new-d3,1,7,3.908883810043335
Random,AlphaBeta-new-d3,66,False,AlphaBeta-new-d3,-1,10,5.782257318496704
Random,AlphaBeta-new-d3,67,True,AlphaBeta-new-d3,1,5,2.637523889541626
Random,AlphaBeta-new-d3,68,False,AlphaBeta-new-d3,-1,16,9.486642599105835
Random,AlphaBeta-new-d3,69,True,AlphaBeta-new-d3,1,5,2.035651206970215
Random,AlphaBeta-new-d3,70,False,AlphaBeta-new-d3,-1,36,20.99437189102173
Random,AlphaBeta-new-d3,71,True,Random,-1,5,2.6721842288970947
Random,AlphaBeta-new-d3,72,False,AlphaBeta-new-d3,-1,8,3.846961259841919
Random,AlphaBeta-new-d3,73,True,AlphaBeta-new-d3,1,15,10.082141399383545
Random,AlphaBeta-new-d3,74,False,AlphaBeta-new-d3,-1,6,2.0727920532226562
Random,AlphaBeta-new-d3,75,True,AlphaBeta-new-d3,1,5,2.714686632156372
Random,AlphaBeta-new-d3,76,False,AlphaBeta-new-d3,-1,14,7.78784966468811
Random,AlphaBeta-new-d3,77,True,AlphaBeta-new-d3,1,9,5.865396738052368
Random,AlphaBeta-new-d3,78,False,AlphaBeta-new-d3,-1,5,2.0889251232147217
Random,AlphaBeta-new-d3,79,True,AlphaBeta-new-d3,1,39,35.00894021987915
Random,AlphaBeta-new-d3,80,False,AlphaBeta-new-d3,-1,6,2.932020664215088
Random,AlphaBeta-new-d3,81,True,AlphaBeta-new-d3,1,15,11.481054544448853
Random,AlphaBeta-new-d3,82,False,AlphaBeta-new-d3,-1,8,4.5816802978515625
Random,AlphaBeta-new-d3,83,True,AlphaBeta-new-d3,1,11,6.970893144607544
Random,AlphaBeta-new-d3,84,False,Random,1,22,13.983068466186523
Random,AlphaBeta-new-d3,85,True,AlphaBeta-new-d3,1,5,2.2457549571990967
Random,AlphaBeta-new-d3,86,False,AlphaBeta-new-d3,-1,10,5.7071144580841064
Random,AlphaBeta-new-d3,87,True,AlphaBeta-new-d3,1,27,18.870253801345825
Random,AlphaBeta-new-d3,88,False,AlphaBeta-new-d3,-1,12,7.827080965042114
Random,AlphaBeta-new-d3,89,True,AlphaBeta-new-d3,1,39,32.79523801803589
Random,AlphaBeta-new-d3,90,False,AlphaBeta-new-d3,-1,6,2.9719433784484863
Random,AlphaBeta-new-d3,91,True,AlphaBeta-new-d3,1,11,6.780086278915405
Random,AlphaBeta-new-d3,92,False,AlphaBeta-new-d3,-1,6,2.2225170135498047
Random,AlphaBeta-new-d3,93,True,Random,-1,6,3.0128984451293945
Random,AlphaBeta-new-d3,94,False,AlphaBeta-new-d3,-1,4,1.0619614124298096
Random,AlphaBeta-new-d3,95,True,AlphaBeta-new-d3,1,11,4.69463586807251
Random,AlphaBeta-new-d3,96,False,AlphaBeta-new-d3,-1,28,18.69904398918152
Random,AlphaBeta-new-d3,97,True,AlphaBeta-new-d3,1,7,3.217852830886841
Random,AlphaBeta-new-d3,98,False,AlphaBeta-new-d3,-1,10,4.282620191574097
Random,AlphaBeta-new-d3,99,True,AlphaBeta-new-d3,1,15,9.564294815063477
