game_key,bot_a,bot_b,game_index,swapped,winner,winner_raw,num_moves,time
Random__VS__Heuristic__GAME__0,Random,Heuristic,0,False,Heuristic,-1,8,0.950472354888916
Random__VS__Heuristic__GAME__1,Random,Heuristic,1,True,Heuristic,1,7,0.8273048400878906
Random__VS__Heuristic__GAME__2,Random,Heuristic,2,False,Heuristic,-1,6,0.6177258491516113
Random__VS__Heuristic__GAME__3,Random,Heuristic,3,True,Heuristic,1,9,1.613220453262329
Random__VS__Heuristic__GAME__4,Random,Heuristic,4,False,Heuristic,-1,6,0.4607045650482178
Random__VS__Heuristic__GAME__5,Random,Heuristic,5,True,Heuristic,1,9,1.4304983615875244
Random__VS__Heuristic__GAME__6,Random,Heuristic,6,False,Heuristic,-1,10,2.3059909343719482
Random__VS__Heuristic__GAME__7,Random,Heuristic,7,True,Heuristic,1,9,1.45943284034729
Random__VS__Heuristic__GAME__8,Random,Heuristic,8,False,Heuristic,-1,10,2.597355365753174
Random__VS__Heuristic__GAME__9,Random,Heuristic,9,True,Heuristic,1,13,4.035667419433594
Random__VS__Heuristic__GAME__10,Random,Heuristic,10,False,Heuristic,-1,6,0.5719032287597656
Random__VS__Heuristic__GAME__11,Random,Heuristic,11,True,Heuristic,1,11,2.6179776191711426
Random__VS__Heuristic__GAME__12,Random,Heuristic,12,False,Heuristic,-1,10,1.6312966346740723
Random__VS__Heuristic__GAME__13,Random,Heuristic,13,True,Heuristic,1,15,5.294428110122681
Random__VS__Heuristic__GAME__14,Random,Heuristic,14,False,Heuristic,-1,8,1.1621110439300537
Random__VS__Heuristic__GAME__15,Random,Heuristic,15,True,Heuristic,1,11,2.130608558654785
Random__VS__Heuristic__GAME__16,Random,Heuristic,16,False,Heuristic,-1,8,0.8806819915771484
Random__VS__Heuristic__GAME__17,Random,Heuristic,17,True,Heuristic,1,5,0.4825310707092285
Random__VS__Heuristic__GAME__18,Random,Heuristic,18,False,Heuristic,-1,6,0.777641773223877
Random__VS__Heuristic__GAME__19,Random,Heuristic,19,True,Heuristic,1,5,0.506035327911377
Random__VS__Heuristic__GAME__20,Random,Heuristic,20,False,Heuristic,-1,8,1.3627257347106934
Random__VS__Heuristic__GAME__21,Random,Heuristic,21,True,Heuristic,1,5,0.461076021194458
Random__VS__Heuristic__GAME__22,Random,Heuristic,22,False,Heuristic,-1,10,2.221853256225586
Random__VS__Heuristic__GAME__23,Random,Heuristic,23,True,Heuristic,1,7,1.0242633819580078
Random__VS__Heuristic__GAME__24,Random,Heuristic,24,False,Heuristic,-1,16,5.590367794036865
Random__VS__Heuristic__GAME__25,Random,Heuristic,25,True,Heuristic,1,7,1.105191946029663
Random__VS__Heuristic__GAME__26,Random,Heuristic,26,False,Heuristic,-1,6,0.8122241497039795
Random__VS__Heuristic__GAME__27,Random,Heuristic,27,True,Heuristic,1,7,1.1817748546600342
Random__VS__Heuristic__GAME__28,Random,Heuristic,28,False,Heuristic,-1,10,1.4686033725738525
Random__VS__Heuristic__GAME__29,Random,Heuristic,29,True,Heuristic,1,11,2.7869951725006104
Random__VS__Heuristic__GAME__30,Random,Heuristic,30,False,Heuristic,-1,10,1.5218379497528076
Random__VS__Heuristic__GAME__31,Random,Heuristic,31,True,Heuristic,1,5,0.469379186630249
Random__VS__Heuristic__GAME__32,Random,Heuristic,32,False,Heuristic,-1,6,0.5331056118011475
Random__VS__Heuristic__GAME__33,Random,Heuristic,33,True,Heuristic,1,7,1.0894105434417725
Random__VS__Heuristic__GAME__34,Random,Heuristic,34,False,Heuristic,-1,8,1.3904194831848145
Random__VS__Heuristic__GAME__35,Random,Heuristic,35,True,Heuristic,1,7,0.9053921699523926
Random__VS__Heuristic__GAME__36,Random,Heuristic,36,False,Heuristic,-1,6,0.5555810928344727
Random__VS__Heuristic__GAME__37,Random,Heuristic,37,True,Heuristic,1,7,1.2216401100158691
Random__VS__Heuristic__GAME__38,Random,Heuristic,38,False,Heuristic,-1,7,1.1437246799468994
Random__VS__Heuristic__GAME__39,Random,Heuristic,39,True,Heuristic,1,5,0.4910316467285156
Random__VS__Heuristic__GAME__40,Random,Heuristic,40,False,Heuristic,-1,8,1.3820281028747559
Random__VS__Heuristic__GAME__41,Random,Heuristic,41,True,Heuristic,1,7,1.0735042095184326
Random__VS__Heuristic__GAME__42,Random,Heuristic,42,False,Heuristic,-1,12,3.5435948371887207
Random__VS__Heuristic__GAME__43,Random,Heuristic,43,True,Heuristic,1,9,1.868664026260376
Random__VS__Heuristic__GAME__44,Random,Heuristic,44,False,Heuristic,-1,8,1.4407730102539062
Random__VS__Heuristic__GAME__45,Random,Heuristic,45,True,Heuristic,1,5,0.5088410377502441
Random__VS__Heuristic__GAME__46,Random,Heuristic,46,False,Heuristic,-1,12,3.8858163356781006
Random__VS__Heuristic__GAME__47,Random,Heuristic,47,True,Heuristic,1,11,3.0676350593566895
Random__VS__Heuristic__GAME__48,Random,Heuristic,48,False,Heuristic,-1,8,1.2907192707061768
Random__VS__Heuristic__GAME__49,Random,Heuristic,49,True,Heuristic,1,7,1.160069465637207
Random__VS__AlphaBeta-new-d3__GAME__0,Random,AlphaBeta-new-d3,0,False,AlphaBeta-new-d3,-1,6,3.150560140609741
Random__VS__AlphaBeta-new-d3__GAME__1,Random,AlphaBeta-new-d3,1,True,AlphaBeta-new-d3,1,37,24.933170080184937
Random__VS__AlphaBeta-new-d3__GAME__2,Random,AlphaBeta-new-d3,2,False,AlphaBeta-new-d3,-1,8,2.7944772243499756
Random__VS__AlphaBeta-new-d3__GAME__3,Random,AlphaBeta-new-d3,3,True,AlphaBeta-new-d3,1,7,3.790181875228882
Random__VS__AlphaBeta-new-d3__GAME__4,Random,AlphaBeta-new-d3,4,False,AlphaBeta-new-d3,-1,16,10.229870080947876
Random__VS__AlphaBeta-new-d3__GAME__5,Random,AlphaBeta-new-d3,5,True,AlphaBeta-new-d3,1,5,2.4055004119873047
Random__VS__AlphaBeta-new-d3__GAME__6,Random,AlphaBeta-new-d3,6,False,Random,1,6,4.106524705886841
Random__VS__AlphaBeta-new-d3__GAME__7,Random,AlphaBeta-new-d3,7,True,AlphaBeta-new-d3,1,5,2.9854371547698975
Random__VS__AlphaBeta-new-d3__GAME__8,Random,AlphaBeta-new-d3,8,False,AlphaBeta-new-d3,-1,6,3.2350351810455322
Random__VS__AlphaBeta-new-d3__GAME__9,Random,AlphaBeta-new-d3,9,True,AlphaBeta-new-d3,1,13,10.063982963562012
Random__VS__AlphaBeta-new-d3__GAME__10,Random,AlphaBeta-new-d3,10,False,AlphaBeta-new-d3,-1,12,6.2045533657073975
Random__VS__AlphaBeta-new-d3__GAME__11,Random,AlphaBeta-new-d3,11,True,Random,-1,8,4.23672080039978
Random__VS__AlphaBeta-new-d3__GAME__12,Random,AlphaBeta-new-d3,12,False,AlphaBeta-new-d3,-1,16,8.945080041885376
Random__VS__AlphaBeta-new-d3__GAME__13,Random,AlphaBeta-new-d3,13,True,AlphaBeta-new-d3,1,5,1.7683846950531006
Random__VS__AlphaBeta-new-d3__GAME__14,Random,AlphaBeta-new-d3,14,False,AlphaBeta-new-d3,-1,8,3.346999406814575
Random__VS__AlphaBeta-new-d3__GAME__15,Random,AlphaBeta-new-d3,15,True,Random,-1,23,17.412354946136475
Random__VS__AlphaBeta-new-d3__GAME__16,Random,AlphaBeta-new-d3,16,False,AlphaBeta-new-d3,-1,8,3.1570167541503906
Random__VS__AlphaBeta-new-d3__GAME__17,Random,AlphaBeta-new-d3,17,True,AlphaBeta-new-d3,1,5,1.3524951934814453
Random__VS__AlphaBeta-new-d3__GAME__18,Random,AlphaBeta-new-d3,18,False,AlphaBeta-new-d3,-1,38,23.33422350883484
Random__VS__AlphaBeta-new-d3__GAME__19,Random,AlphaBeta-new-d3,19,True,AlphaBeta-new-d3,1,7,4.361482858657837
Random__VS__AlphaBeta-new-d3__GAME__20,Random,AlphaBeta-new-d3,20,False,AlphaBeta-new-d3,-1,12,7.5023322105407715
Random__VS__AlphaBeta-new-d3__GAME__21,Random,AlphaBeta-new-d3,21,True,AlphaBeta-new-d3,1,7,4.254955291748047
Random__VS__AlphaBeta-new-d3__GAME__22,Random,AlphaBeta-new-d3,22,False,AlphaBeta-new-d3,-1,12,6.750591993331909
Random__VS__AlphaBeta-new-d3__GAME__23,Random,AlphaBeta-new-d3,23,True,AlphaBeta-new-d3,1,17,11.966107845306396
Random__VS__AlphaBeta-new-d3__GAME__24,Random,AlphaBeta-new-d3,24,False,AlphaBeta-new-d3,-1,14,8.056948184967041
Random__VS__AlphaBeta-new-d3__GAME__25,Random,AlphaBeta-new-d3,25,True,AlphaBeta-new-d3,1,9,4.449882507324219
Random__VS__AlphaBeta-new-d3__GAME__26,Random,AlphaBeta-new-d3,26,False,AlphaBeta-new-d3,-1,16,9.162325382232666
