bot_a,bot_b,game_index,swapped,winner,winner_raw,num_moves,time
Random,MCTS-new-300,43,True,draw,0,100,128.6820719242096
Random,MCTS-new-300,44,False,draw,0,100,153.96113228797913
Random,MCTS-new-300,45,True,Random,-1,15,18.48064613342285
Random,MCTS-new-300,46,False,draw,0,100,269.83908128738403
Random,MCTS-new-300,47,True,draw,0,100,163.82040357589722
Random,MCTS-new-300,48,False,draw,0,100,145.7268579006195
Random,MCTS-new-300,49,True,Random,-1,41,47.637033224105835
Random,MCTS-new-700,0,False,Random,1,19,63.59220266342163
Random,MCTS-new-700,1,True,draw,0,100,495.768235206604
Random,MCTS-new-700,2,False,Random,1,8,31.27546715736389
Random,MCTS-new-700,3,True,draw,0,100,527.599839925766
Random,MCTS-new-700,4,False,Random,1,56,211.78516030311584
Random,MCTS-new-700,5,True,draw,0,100,465.41136050224304
Random,MCTS-new-700,6,False,Random,1,74,376.3227005004883
Random,MCTS-new-700,7,True,MCTS-new-700,1,26,111.95951962471008
Random,MCTS-new-700,8,False,Random,1,17,66.55678391456604
Random,MCTS-new-700,9,True,draw,0,100,440.76044750213623
Random,MCTS-new-700,10,False,draw,0,100,409.03220200538635
Random,MCTS-new-700,11,True,MCTS-new-700,1,36,154.24834060668945
Random,MCTS-new-700,12,False,Random,1,10,37.50813817977905
Random,MCTS-new-700,13,True,Random,-1,15,63.42129588127136
Random,MCTS-new-700,14,False,draw,0,100,613.6055088043213
Random,MCTS-new-700,15,True,draw,0,100,560.3792142868042
Random,MCTS-new-700,16,False,MCTS-new-700,-1,43,216.56285166740417
Random,MCTS-new-700,17,True,draw,0,100,586.5155885219574
Random,MCTS-new-700,18,False,draw,0,100,419.47320342063904
Random,MCTS-new-700,19,True,draw,0,100,482.68690943717957
Random,MCTS-new-700,20,False,draw,0,100,577.7193269729614
Random,MCTS-new-700,21,True,draw,0,100,549.7933640480042
Random,MCTS-new-700,22,False,draw,0,100,433.319060087204
Random,MCTS-new-700,23,True,draw,0,100,437.53880310058594
Random,MCTS-new-700,24,False,MCTS-new-700,-1,9,32.57618737220764
Random,MCTS-new-700,25,True,draw,0,100,503.8551323413849
Random,MCTS-new-700,26,False,Random,1,14,68.37136650085449
Random,MCTS-new-700,27,True,Random,-1,18,80.54452514648438
Random,MCTS-new-700,28,False,draw,0,100,535.6488492488861
Random,MCTS-new-700,29,True,draw,0,100,420.3428933620453
Random,MCTS-new-700,30,False,draw,0,100,515.8039197921753
Random,MCTS-new-700,31,True,Random,-1,25,99.14176726341248
Random,MCTS-new-700,32,False,Random,1,67,269.3993673324585
Random,MCTS-new-700,33,True,draw,0,100,387.87038254737854
Random,MCTS-new-700,34,False,draw,0,100,529.7791881561279
Random,MCTS-new-700,35,True,draw,0,100,475.4727375507355
Random,MCTS-new-700,36,False,draw,0,100,495.5706067085266
Random,MCTS-new-700,37,True,draw,0,100,486.6291832923889
Random,MCTS-new-700,38,False,Random,1,6,28.522622108459473
Random,MCTS-new-700,39,True,draw,0,100,440.11229038238525
Random,MCTS-new-700,40,False,Random,1,6,24.020427703857422
Random,MCTS-new-700,41,True,draw,0,100,415.76955699920654
Random,MCTS-new-700,42,False,draw,0,100,496.6961188316345
Random,MCTS-new-700,43,True,draw,0,100,590.9635858535767
Random,MCTS-new-700,44,False,draw,0,100,462.28399205207825
Random,MCTS-new-700,45,True,Random,-1,63,329.1577978134155
Random,MCTS-new-700,46,False,Random,1,4,18.619603872299194
Random,MCTS-new-700,47,True,draw,0,100,455.18995690345764
Random,MCTS-new-700,48,False,draw,0,100,428.02373814582825
Random,MCTS-new-700,49,True,draw,0,100,444.32195806503296
