bot_a,bot_b,game_index,swapped,winner,winner_raw,num_moves,time
Random,Heuristic,85,True,Heuristic,1,5,0.5492980480194092
Random,Heuristic,86,False,Heuristic,-1,8,1.475581407546997
Random,Heuristic,87,True,Heuristic,1,4,0.41321587562561035
Random,Heuristic,88,False,Heuristic,-1,14,3.86297869682312
Random,Heuristic,89,True,Heuristic,1,9,1.6827409267425537
Random,Heuristic,90,False,Heuristic,-1,14,5.277424573898315
Random,Heuristic,91,True,Heuristic,1,13,3.994366407394409
Random,Heuristic,92,False,Heuristic,-1,6,0.573357343673706
Random,Heuristic,93,True,Heuristic,1,5,0.49034667015075684
Random,Heuristic,94,False,Heuristic,-1,10,1.765878677368164
Random,Heuristic,95,True,Heuristic,1,9,1.5942375659942627
Random,Heuristic,96,False,Heuristic,-1,6,0.6872572898864746
Random,Heuristic,97,True,Heuristic,1,9,1.9114325046539307
Random,Heuristic,98,False,Heuristic,-1,14,4.217828035354614
Random,Heuristic,99,True,Heuristic,1,7,0.8434920310974121
Random,AlphaBeta-new-d3,0,False,AlphaBeta-new-d3,-1,10,11.32132601737976
Random,AlphaBeta-new-d3,1,True,AlphaBeta-new-d3,1,21,41.27351903915405
Random,AlphaBeta-new-d3,2,False,AlphaBeta-new-d3,-1,8,11.38908314704895
Random,AlphaBeta-new-d3,3,True,AlphaBeta-new-d3,1,7,11.603541851043701
Random,AlphaBeta-new-d3,4,False,AlphaBeta-new-d3,-1,18,47.19029974937439
Random,AlphaBeta-new-d3,5,True,AlphaBeta-new-d3,1,7,7.728504419326782
Random,AlphaBeta-new-d3,6,False,Random,1,6,6.78622579574585
Random,AlphaBeta-new-d3,7,True,AlphaBeta-new-d3,1,7,9.987744331359863
Random,AlphaBeta-new-d3,8,False,AlphaBeta-new-d3,-1,8,9.802364110946655
Random,AlphaBeta-new-d3,9,True,Random,-1,16,31.659135341644287
Random,AlphaBeta-new-d3,10,False,AlphaBeta-new-d3,-1,12,21.232636213302612
Random,AlphaBeta-new-d3,11,True,AlphaBeta-new-d3,1,7,9.334022283554077
Random,AlphaBeta-new-d3,12,False,AlphaBeta-new-d3,-1,22,42.763083934783936
Random,AlphaBeta-new-d3,13,True,AlphaBeta-new-d3,1,5,7.152813196182251
Random,AlphaBeta-new-d3,14,False,AlphaBeta-new-d3,-1,6,6.3679444789886475
Random,AlphaBeta-new-d3,15,True,AlphaBeta-new-d3,1,15,32.1790726184845
Random,AlphaBeta-new-d3,16,False,AlphaBeta-new-d3,-1,10,17.02011203765869
Random,AlphaBeta-new-d3,17,True,AlphaBeta-new-d3,1,7,11.021791696548462
Random,AlphaBeta-new-d3,18,False,AlphaBeta-new-d3,-1,48,117.31823801994324
Random,AlphaBeta-new-d3,19,True,AlphaBeta-new-d3,1,7,14.377811193466187
Random,AlphaBeta-new-d3,20,False,AlphaBeta-new-d3,-1,14,22.43816614151001
Random,AlphaBeta-new-d3,21,True,AlphaBeta-new-d3,1,9,17.2906014919281
Random,AlphaBeta-new-d3,22,False,AlphaBeta-new-d3,-1,20,39.312275886535645
Random,AlphaBeta-new-d3,23,True,AlphaBeta-new-d3,1,5,6.3592095375061035
Random,AlphaBeta-new-d3,24,False,AlphaBeta-new-d3,-1,14,27.967287302017212
Random,AlphaBeta-new-d3,25,True,Random,-1,14,29.79536461830139
Random,AlphaBeta-new-d3,26,False,AlphaBeta-new-d3,-1,8,12.196506261825562
Random,AlphaBeta-new-d3,27,True,AlphaBeta-new-d3,1,5,5.8250203132629395
Random,AlphaBeta-new-d3,28,False,AlphaBeta-new-d3,-1,10,17.331827878952026
Random,AlphaBeta-new-d3,29,True,Random,-1,5,15.966736555099487
Random,AlphaBeta-new-d3,30,False,AlphaBeta-new-d3,-1,82,198.08669447898865
Random,AlphaBeta-new-d3,31,True,AlphaBeta-new-d3,1,11,20.414617776870728
Random,AlphaBeta-new-d3,32,False,AlphaBeta-new-d3,-1,6,9.142620086669922
Random,AlphaBeta-new-d3,33,True,AlphaBeta-new-d3,1,9,16.740734577178955
Random,AlphaBeta-new-d3,34,False,Random,1,16,35.454453468322754
Random,AlphaBeta-new-d3,35,True,AlphaBeta-new-d3,1,7,14.390353679656982
Random,AlphaBeta-new-d3,36,False,AlphaBeta-new-d3,-1,10,14.206988334655762
Random,AlphaBeta-new-d3,37,True,AlphaBeta-new-d3,1,63,135.10302734375
Random,AlphaBeta-new-d3,38,False,AlphaBeta-new-d3,-1,14,28.926605939865112
Random,AlphaBeta-new-d3,39,True,AlphaBeta-new-d3,1,11,22.00400972366333
Random,AlphaBeta-new-d3,40,False,AlphaBeta-new-d3,-1,6,6.784944295883179
Random,AlphaBeta-new-d3,41,True,AlphaBeta-new-d3,1,11,15.299892902374268
Random,AlphaBeta-new-d3,42,False,AlphaBeta-new-d3,-1,38,76.74131226539612
Random,AlphaBeta-new-d3,43,True,AlphaBeta-new-d3,1,5,5.867785215377808
Random,AlphaBeta-new-d3,44,False,AlphaBeta-new-d3,-1,6,8.204607963562012
Random,AlphaBeta-new-d3,45,True,AlphaBeta-new-d3,1,17,25.902769088745117
Random,AlphaBeta-new-d3,46,False,AlphaBeta-new-d3,-1,14,23.176071166992188
Random,AlphaBeta-new-d3,47,True,AlphaBeta-new-d3,1,19,41.07866835594177
Random,AlphaBeta-new-d3,48,False,AlphaBeta-new-d3,-1,10,12.064985752105713
Random,AlphaBeta-new-d3,49,True,AlphaBeta-new-d3,1,7,7.626494884490967
Random,AlphaBeta-new-d3,50,False,AlphaBeta-new-d3,-1,8,11.6900315284729
Random,AlphaBeta-new-d3,51,True,AlphaBeta-new-d3,1,27,49.06809377670288
Random,AlphaBeta-new-d3,52,False,AlphaBeta-new-d3,-1,10,15.301756620407104
Random,AlphaBeta-new-d3,53,True,AlphaBeta-new-d3,1,9,14.052130937576294
Random,AlphaBeta-new-d3,54,False,AlphaBeta-new-d3,-1,10,17.054561853408813
Random,AlphaBeta-new-d3,55,True,AlphaBeta-new-d3,1,7,11.894779920578003
Random,AlphaBeta-new-d3,56,False,Random,1,8,21.959264755249023
Random,AlphaBeta-new-d3,57,True,AlphaBeta-new-d3,1,19,38.43636965751648
Random,AlphaBeta-new-d3,58,False,AlphaBeta-new-d3,-1,8,12.040460586547852
Random,AlphaBeta-new-d3,59,True,AlphaBeta-new-d3,1,13,20.192742824554443
Random,AlphaBeta-new-d3,60,False,AlphaBeta-new-d3,-1,14,22.26035213470459
Random,AlphaBeta-new-d3,61,True,AlphaBeta-new-d3,1,7,11.870412349700928
Random,AlphaBeta-new-d3,62,False,Random,1,6,11.478199005126953
Random,AlphaBeta-new-d3,63,True,AlphaBeta-new-d3,1,5,6.862977981567383
Random,AlphaBeta-new-d3,64,False,AlphaBeta-new-d3,-1,42,98.11498427391052
Random,AlphaBeta-new-d3,65,True,AlphaBeta-new-d3,1,7,11.771344184875488
Random,AlphaBeta-new-d3,66,False,AlphaBeta-new-d3,-1,8,12.829647064208984
Random,AlphaBeta-new-d3,67,True,AlphaBeta-new-d3,1,5,5.002926349639893
Random,AlphaBeta-new-d3,68,False,AlphaBeta-new-d3,-1,38,76.71392464637756
Random,AlphaBeta-new-d3,69,True,AlphaBeta-new-d3,1,7,12.098700046539307
Random,AlphaBeta-new-d3,70,False,AlphaBeta-new-d3,-1,16,40.16186189651489
Random,AlphaBeta-new-d3,71,True,AlphaBeta-new-d3,1,13,31.599842309951782
Random,AlphaBeta-new-d3,72,False,Random,1,8,14.248935222625732
Random,AlphaBeta-new-d3,73,True,AlphaBeta-new-d3,1,9,15.021358728408813
Random,AlphaBeta-new-d3,74,False,AlphaBeta-new-d3,-1,20,43.41392755508423
Random,AlphaBeta-new-d3,75,True,AlphaBeta-new-d3,1,7,10.801145792007446
Random,AlphaBeta-new-d3,76,False,AlphaBeta-new-d3,-1,19,43.23345923423767
Random,AlphaBeta-new-d3,77,True,AlphaBeta-new-d3,1,7,14.788526058197021
Random,AlphaBeta-new-d3,78,False,AlphaBeta-new-d3,-1,14,39.95926237106323
Random,AlphaBeta-new-d3,79,True,AlphaBeta-new-d3,1,5,8.214461326599121
Random,AlphaBeta-new-d3,80,False,AlphaBeta-new-d3,-1,8,11.19687032699585
Random,AlphaBeta-new-d3,81,True,AlphaBeta-new-d3,1,33,33.97490048408508
Random,AlphaBeta-new-d3,82,False,AlphaBeta-new-d3,-1,10,13.145512580871582
Random,AlphaBeta-new-d3,83,True,AlphaBeta-new-d3,1,11,20.06276249885559
Random,AlphaBeta-new-d3,84,False,AlphaBeta-new-d3,-1,6,7.671735048294067
Random,AlphaBeta-new-d3,85,True,AlphaBeta-new-d3,1,5,6.520933628082275
Random,AlphaBeta-new-d3,86,False,AlphaBeta-new-d3,-1,6,9.180292844772339
Random,AlphaBeta-new-d3,87,True,AlphaBeta-new-d3,1,15,27.716538906097412
Random,AlphaBeta-new-d3,88,False,AlphaBeta-new-d3,-1,12,19.245203018188477
Random,AlphaBeta-new-d3,89,True,AlphaBeta-new-d3,1,10,25.708550691604614
Random,AlphaBeta-new-d3,90,False,Random,1,16,31.829780101776123
Random,AlphaBeta-new-d3,91,True,AlphaBeta-new-d3,1,9,14.812524557113647
Random,AlphaBeta-new-d3,92,False,AlphaBeta-new-d3,-1,8,8.839927911758423
Random,AlphaBeta-new-d3,93,True,AlphaBeta-new-d3,1,5,6.51198673248291
Random,AlphaBeta-new-d3,94,False,AlphaBeta-new-d3,-1,18,34.71819877624512
Random,AlphaBeta-new-d3,95,True,Random,-1,7,12.609662055969238
Random,AlphaBeta-new-d3,96,False,Random,1,8,13.019787549972534
Random,AlphaBeta-new-d3,97,True,AlphaBeta-new-d3,1,7,7.722089052200317
Random,AlphaBeta-new-d3,98,False,Random,1,6,15.46983814239502
Random,AlphaBeta-new-d3,99,True,AlphaBeta-new-d3,1,13,29.615620851516724
